GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,IamCredentialsStubSettings,28,104,1,3,7,43,5,19,4,18
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,IamCredentialsStubSettings.Builder,49,228,0,0,13,66,4,10,4,10
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,IamCredentialsStub,20,3,0,0,4,1,4,1,4,1
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,GrpcIamCredentialsStub,50,211,0,0,16,85,8,13,8,13
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,HttpJsonIamCredentialsCallableFactory,36,8,0,0,10,2,4,2,4,2
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,HttpJsonIamCredentialsStub,47,355,0,0,15,151,7,22,7,22
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1.stub,GrpcIamCredentialsCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1,IamCredentialsSettings.Builder,43,19,0,0,14,5,9,4,9,4
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1,IamCredentialsSettings,49,12,0,0,13,6,13,5,13,5
CoverageAggregator/google-cloud-iamcredentials,com.google.cloud.iam.credentials.v1,IamCredentialsClient,54,185,4,4,15,67,14,19,10,19
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSSettings,59,12,0,0,15,6,15,5,15,5
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSClient.ListEndpointsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSClient.ListEndpointsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSClient,84,163,4,4,23,44,19,19,15,19
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSSettings.Builder,51,19,0,0,16,5,11,4,11,4
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1,IDSClient.ListEndpointsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,GrpcIDSCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,IDSStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,GrpcIDSStub,56,242,0,0,16,95,10,14,10,14
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,IDSStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,HttpJsonIDSCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,HttpJsonIDSStub,56,431,0,0,17,172,10,25,10,25
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,IDSStubSettings,28,128,1,3,7,46,5,21,4,20
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,IDSStub,35,7,0,0,7,3,7,3,7,3
CoverageAggregator/google-cloud-ids,com.google.cloud.ids.v1.stub,IDSStubSettings.Builder,59,373,0,0,15,131,4,12,4,12
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDevicesPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDeviceRegistriesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDeviceRegistriesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerSettings,124,12,0,0,28,6,28,5,28,5
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerSettings.Builder,103,19,0,0,29,5,24,4,24,4
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDevicesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient,90,659,18,18,17,193,30,79,12,79
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDeviceRegistriesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1,DeviceManagerClient.ListDevicesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,HttpJsonDeviceManagerStub,53,1653,0,0,17,680,9,82,9,82
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings,28,242,1,3,7,79,5,34,4,33
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,GrpcDeviceManagerCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStub,105,3,0,0,21,1,21,1,21,1
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,HttpJsonDeviceManagerCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,GrpcDeviceManagerStub,56,874,0,0,17,363,10,43,10,43
CoverageAggregator/google-cloud-iot,com.google.cloud.iot.v1.stub,DeviceManagerStubSettings.Builder,177,640,0,0,28,179,4,25,4,25
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.Builder,277,835,0,0,39,226,4,35,4,35
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,GrpcEkmServiceStub,53,349,0,0,16,143,9,19,9,19
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,EkmServiceStubSettings.Builder,70,292,0,0,16,84,4,13,4,13
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStub,165,3,0,0,33,1,33,1,33,1
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,HttpJsonEkmServiceStub,50,658,0,0,16,261,8,34,8,34
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,EkmServiceStubSettings,28,138,1,3,7,53,5,22,4,21
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,HttpJsonKeyManagementServiceStub,59,2461,0,0,19,1025,11,122,11,122
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,EkmServiceStub,40,3,0,0,8,1,8,1,8,1
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,HttpJsonEkmServiceCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,GrpcKeyManagementServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,GrpcKeyManagementServiceStub,62,1320,0,0,20,545,12,63,12,63
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,HttpJsonKeyManagementServiceCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,EkmServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,GrpcEkmServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,EkmServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1.stub,KeyManagementServiceStubSettings,28,338,1,3,7,104,5,44,4,43
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeysPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeyVersionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListKeyRingsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeyVersionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceClient,56,173,3,3,16,48,14,24,11,24
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceClient.ListEkmConnectionsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListKeyRingsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListImportJobsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeyVersionsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListImportJobsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceSettings,64,12,0,0,16,6,16,5,16,5
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeysFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceClient.ListEkmConnectionsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceSettings.Builder,143,19,0,0,39,5,34,4,34,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListImportJobsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceClient.ListEkmConnectionsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceSettings,174,12,0,0,39,6,38,5,38,5
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,EkmServiceSettings.Builder,55,19,0,0,17,5,12,4,12,4
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient,199,868,30,22,47,238,47,108,21,108
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListKeyRingsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-kms,com.google.cloud.kms.v1,KeyManagementServiceClient.ListCryptoKeysPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,LanguageServiceStubSettings.Builder,63,270,0,0,15,78,4,12,4,12
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,GrpcLanguageServiceStub,50,213,0,0,16,101,8,11,8,11
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,HttpJsonLanguageServiceStub,47,469,0,0,15,207,7,30,7,30
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,HttpJsonLanguageServiceCallableFactory,36,8,0,0,10,2,4,2,4,2
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,GrpcLanguageServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,LanguageServiceStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1.stub,LanguageServiceStubSettings,28,122,1,3,7,50,5,21,4,20
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1,LanguageServiceClient,46,194,0,0,15,57,10,26,10,26
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1,LanguageServiceSettings.Builder,51,19,0,0,16,5,11,4,11,4
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1,LanguageServiceSettings,59,12,0,0,15,6,15,5,15,5
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,GrpcLanguageServiceCallableFactory,26,13,0,0,5,3,5,3,5,3
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,HttpJsonLanguageServiceCallableFactory,36,8,0,0,10,2,4,2,4,2
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,HttpJsonLanguageServiceStub,47,469,0,0,15,207,7,30,7,30
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,GrpcLanguageServiceStub,50,213,0,0,16,101,8,11,8,11
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,LanguageServiceStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,LanguageServiceStubSettings.Builder,63,270,0,0,15,78,4,12,4,12
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2.stub,LanguageServiceStubSettings,28,122,1,3,7,50,5,21,4,20
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2,LanguageServiceSettings.Builder,51,19,0,0,16,5,11,4,11,4
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2,LanguageServiceSettings,59,12,0,0,15,6,15,5,15,5
CoverageAggregator/google-cloud-language,com.google.cloud.language.v1beta2,LanguageServiceClient,46,194,0,0,15,57,10,26,10,26
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,GrpcWorkflowsServiceV2BetaStub,50,95,0,0,16,34,8,8,8,8
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,GrpcWorkflowsServiceV2BetaCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,WorkflowsServiceV2BetaStubSettings.Builder,33,196,0,0,11,68,4,8,4,8
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,HttpJsonWorkflowsServiceV2BetaCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,HttpJsonWorkflowsServiceV2BetaStub,50,149,0,0,16,60,8,12,8,12
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,WorkflowsServiceV2BetaStubSettings,28,88,1,3,7,39,5,17,4,16
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta.stub,WorkflowsServiceV2BetaStub,10,7,0,0,2,3,2,3,2,3
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta,WorkflowsServiceV2BetaClient,68,42,0,0,21,12,13,5,13,5
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta,WorkflowsServiceV2BetaSettings,39,12,0,0,11,6,11,5,11,5
CoverageAggregator/google-cloud-life-sciences,com.google.cloud.lifesciences.v2beta,WorkflowsServiceV2BetaSettings.Builder,35,19,0,0,12,5,7,4,7,4
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,ManagedIdentitiesServiceStubSettings,28,192,1,1,7,58,5,27,4,27
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,GrpcManagedIdentitiesServiceCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,ManagedIdentitiesServiceStubSettings.Builder,126,644,0,0,27,258,4,22,4,22
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,ManagedIdentitiesServiceStub,95,3,0,0,19,1,19,1,19,1
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,GrpcManagedIdentitiesServiceStub,71,551,0,0,23,214,15,26,15,26
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,ManagedIdentitiesServiceStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1.stub,ManagedIdentitiesServiceStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceClient,105,348,9,9,25,95,28,42,19,42
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceClient.ListDomainsPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceClient.ListDomainsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceClient.ListDomainsPagedResponse,0,20,0,0,0,5,0,3,0,3
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceSettings,116,6,0,0,35,3,27,2,27,2
CoverageAggregator/google-cloud-managed-identities,com.google.cloud.managedidentities.v1,ManagedIdentitiesServiceSettings.Builder,95,14,0,0,27,4,22,3,22,3
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,HttpJsonSpeechTranslationServiceStub,47,43,0,0,15,14,7,6,7,6
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,SpeechTranslationServiceStubSettings.Builder,26,132,0,0,9,39,4,7,4,7
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,SpeechTranslationServiceStub,5,3,0,0,1,1,1,1,1,1
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,GrpcSpeechTranslationServiceStub,50,68,0,0,16,28,8,6,8,6
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,SpeechTranslationServiceStubSettings,28,80,1,3,7,37,5,16,4,15
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,GrpcSpeechTranslationServiceCallableFactory,21,18,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1.stub,HttpJsonSpeechTranslationServiceCallableFactory,41,3,0,0,11,1,5,1,5,1
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1,SpeechTranslationServiceSettings,34,12,0,0,11,6,10,5,10,5
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1,SpeechTranslationServiceSettings.Builder,31,19,0,0,11,5,6,4,6,4
CoverageAggregator/google-cloud-mediatranslation,com.google.cloud.mediatranslation.v1beta1,SpeechTranslationServiceClient,46,25,0,0,15,8,10,4,10,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheClient,100,259,6,6,26,76,24,30,18,30
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheSettings.Builder,75,19,0,0,22,5,17,4,17,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheSettings,89,12,0,0,21,6,21,5,21,5
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheClient.ListInstancesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheClient.ListInstancesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1,CloudMemcacheClient.ListInstancesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,HttpJsonCloudMemcacheCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,CloudMemcacheStub,75,7,0,0,15,3,15,3,15,3
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,GrpcCloudMemcacheCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,CloudMemcacheStubSettings.Builder,107,589,0,0,24,230,4,20,4,20
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,GrpcCloudMemcacheStub,68,455,0,0,21,179,14,22,14,22
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,HttpJsonCloudMemcacheStub,68,796,0,0,22,328,14,45,14,45
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,CloudMemcacheStubSettings,28,192,1,3,7,65,5,29,4,28
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,CloudMemcacheStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2.stub,CloudMemcacheStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,GrpcCloudMemcacheCallableFactory,20,19,0,0,4,4,4,4,4,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,HttpJsonCloudMemcacheStub,65,703,0,0,21,289,13,40,13,40
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,CloudMemcacheStubSettings,28,176,1,3,7,60,5,27,4,26
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,GrpcCloudMemcacheStub,65,402,0,0,20,158,13,20,13,20
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,HttpJsonCloudMemcacheCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,CloudMemcacheStubSettings.Builder,95,519,0,0,21,200,4,18,4,18
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,CloudMemcacheStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,CloudMemcacheStub,65,7,0,0,13,3,13,3,13,3
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1.stub,CloudMemcacheStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheSettings.Builder,83,19,0,0,24,5,19,4,19,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheSettings,99,12,0,0,23,6,23,5,23,5
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheClient.ListInstancesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheClient.ListInstancesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheClient.ListInstancesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-memcache,com.google.cloud.memcache.v1beta2,CloudMemcacheClient,106,297,7,7,27,90,26,34,19,34
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,NotificationChannelServiceClient.ListNotificationChannelDescriptorsPagedResponse,0,20,0,0,0,7,0,3,0,3
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,QueryServiceClient.QueryTimeSeriesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,NotificationChannelServiceClient.ListNotificationChannelsPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,MetricServiceClient.ListTimeSeriesFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,NotificationChannelServiceSettings,81,6,0,0,30,3,20,2,20,2
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,MetricServiceClient.ListTimeSeriesPagedResponse,0,20,0,0,0,6,0,3,0,3
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,ServiceMonitoringServiceClient.ListServiceLevelObjectivesPage,0,22,0,0,0,5,0,4,0,4
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,UptimeCheckServiceClient.ListUptimeCheckIpsFixedSizeCollection,6,11,0,0,1,3,1,2,1,2
CoverageAggregator/google-cloud-monitoring,com.google.cloud.monitoring.v3,UptimeCheckServiceClient.ListUptimeCheckIpsPage,0,22,0,0,0,5,0,4,0,4
